balance,duration,pdays,age,job,marital,education,default,housing,loan,contact,day,month,campaign,previous,poutcome
0.7026821469633221,-0.37134096091925706,-1.057209519869269,49,9,0,3,0,1,0,0,2,6,1,1,2
3.297054622468112,-0.2988817738301913,-0.1568987785188488,37,0,0,3,0,0,0,0,2,6,1,2,2
0.8520307175973448,1.1503019679511235,-0.06595829959456395,33,10,2,3,0,0,0,0,14,8,2,1,0
1.6765779159480572,0.06898794523737319,-0.720729747849415,63,5,1,2,0,0,0,0,1,7,1,2,2
-0.6673897704697485,-1.017899861098613,1.2799607884848523,43,4,1,2,0,0,0,0,9,4,2,2,0
-0.8274699749217848,1.7522705991525926,1.3345250758394231,26,0,2,2,0,0,0,0,6,5,1,1,0
0.9164205205054266,1.6909589793079987,0.5069667176284308,30,8,2,2,0,0,0,1,21,4,3,1,0
-0.4348710377461203,-0.6723252765199916,-0.9753630888374127,27,1,2,2,0,0,0,0,15,2,1,2,2
0.24479910406140823,0.3532509099714003,-0.9662690409449842,24,0,2,2,0,0,0,0,22,7,2,1,2
1.08991526722998,-0.05363529445181498,1.6982869915365626,53,4,1,2,0,1,0,0,2,6,2,1,2
0.9289407599597758,0.9050554885727471,-1.0026452325146982,60,5,1,2,0,0,0,0,26,3,1,3,1
-0.5699107632894582,-0.5106855514751527,1.1708322137757103,40,4,1,3,0,0,0,0,20,4,3,2,0
-0.6611296507425738,2.2762062596427604,-0.40243807161441797,44,4,1,2,0,0,0,0,9,3,2,3,2
-1.2003942500977576,0.9942360265285203,-1.7210750160165487,51,4,1,3,0,0,0,0,6,2,2,2,1
-0.871290813012007,-0.8283912179425947,1.5709703210425638,39,0,1,2,0,1,0,0,16,8,2,6,0
-0.6164145098341838,-0.566423387697511,-1.0390214240844122,37,4,1,3,0,1,0,0,14,8,2,7,0
-0.8435674256488052,-0.3323244755636063,1.0162333996044262,28,8,2,2,0,0,0,0,4,12,3,2,0
-0.09861317811502723,0.7935798161280305,-0.1568987785188488,35,1,1,2,0,1,0,0,20,11,2,5,1
-0.7532428410138573,0.7824322488835589,-0.1568987785188488,33,9,2,3,0,1,0,0,18,11,2,4,1
0.2957743646969729,-0.9231455395206039,1.2344905490227098,34,0,2,2,0,1,0,0,20,4,1,3,1
-0.584219608380143,0.39784117894928694,-0.5297547421084168,48,0,1,2,0,0,0,0,8,10,2,7,2
-0.9088515313750546,1.3453843947293773,-0.9662690409449842,60,1,1,1,0,0,0,0,29,1,1,1,2
-0.9133230454658936,0.02997145988172241,-1.5482881060604075,40,7,1,2,0,1,0,0,2,6,1,3,0
-0.7344624818323335,2.4378459846875993,-1.539194058167979,32,0,1,2,0,0,0,0,1,9,1,3,0
-0.9133230454658936,-0.6277350075421051,-0.07505234748699244,37,0,1,2,0,1,0,0,9,12,1,1,2
-0.5618620379259479,0.18603740130432553,-0.9480809451601272,39,9,2,3,0,0,0,0,28,6,1,1,2
-0.7326738761959979,0.11915199783749562,-0.7116356999569866,36,9,1,3,0,0,0,0,29,1,1,3,0
0.8073155766889548,-0.7280631127423499,0.4978726697360023,34,1,1,2,0,1,1,0,1,4,2,1,0
-0.8051124044675897,0.9162030558172187,0.8070702980785709,41,2,1,3,0,1,0,0,5,5,1,1,0
-0.5851139111983108,0.09685686334855233,0.9798572080347121,47,7,1,2,0,1,0,0,12,5,1,4,2
-0.7872263481042338,2.766699218399513,1.2072084053454244,39,4,1,3,0,1,0,0,13,5,2,6,1
0.9512983304139708,0.35882469359363617,-0.14780473062642033,34,9,2,2,0,0,0,0,10,8,3,2,2
-0.6503980169245602,-1.140523100787801,-0.9753630888374127,26,8,2,3,0,0,0,0,5,3,1,2,2
1.5227578312231955,0.3755460444603436,-0.14780473062642033,45,4,1,2,0,0,0,0,28,6,2,1,2
-0.5958455450163244,0.29751307374904207,-0.5479428378932738,40,0,2,2,0,1,0,0,7,4,2,6,1
0.9083717951419163,0.07456172885960902,-0.9480809451601272,55,4,0,3,0,0,0,0,4,2,2,3,2
0.8234130274159752,0.8047273833725023,-0.18418092219613427,30,4,1,3,0,1,1,0,21,11,2,3,1
-0.5225127139265647,-0.9565882412540188,-0.07505234748699244,42,0,1,2,0,1,0,0,11,8,3,1,0
-0.5278785308355716,0.2863655065045704,1.8074155662457045,35,4,2,3,0,0,0,0,17,8,2,1,0
-0.4491798828368051,0.7935798161280305,-1.2845607171799813,73,5,1,2,0,0,0,1,16,10,1,1,0
3.196892706833318,-0.32117690831913465,-0.21146306587341976,36,9,1,3,0,1,0,0,8,10,2,2,2
1.3582061126803202,0.8325963014836814,-0.384249975829561,66,5,1,2,0,0,0,1,10,12,2,1,1
1.8822675641266513,-0.38806231178596456,-0.9753630888374127,41,0,1,2,0,1,0,0,29,6,1,7,0
-0.7371453902868369,1.3342368274849057,-0.9753630888374127,37,9,2,3,0,0,0,0,15,2,1,2,2
-0.11113341756937643,0.007676325392779106,1.1253619743135679,32,1,1,2,0,1,0,0,7,4,3,2,0
0.16431185042630617,0.9496457575506337,1.179926261668139,31,1,2,2,0,1,0,0,16,4,1,2,1
-0.6503980169245602,0.05226659437066571,-0.9844571367298413,35,9,1,2,0,1,0,0,9,3,1,4,2
3.2487622702870507,-0.08707799618522993,-0.6388833168175587,32,9,1,3,0,1,1,0,20,11,1,2,0
-0.5314557421082428,-1.5306879543443088,-0.26602735322799065,38,4,2,3,0,1,0,0,6,5,3,2,0
-0.7210479395598165,-1.23527742236581,-0.2842154490128477,38,6,1,2,0,1,0,0,20,11,1,1,0
1.2526783801365196,0.5984973893497767,0.6433774360148581,44,4,0,3,0,1,0,0,16,4,2,2,0
-0.5430816787444241,1.1224330498399444,1.5618762731501354,24,7,2,2,0,1,0,0,18,5,1,1,1
-0.9133230454658936,-0.13166826516311655,-0.14780473062642033,37,4,1,3,0,0,0,0,16,7,2,3,2
-0.03780058647961679,0.3030868573712779,-0.1568987785188488,60,5,0,3,0,1,0,0,15,7,1,4,2
0.8082098795071226,-0.789374732586944,-0.44790831107656043,29,8,2,2,0,0,0,0,21,10,3,5,2
0.9825989290498438,2.025385996642148,-0.21146306587341976,37,1,1,1,0,1,0,0,15,5,3,4,0
-0.7881206509224016,-1.173965802521216,1.516406033687993,34,0,0,2,0,1,0,0,8,5,2,1,0
-0.8185269467401067,-0.8618339196760098,-0.1023344911642779,60,0,1,2,0,0,0,0,24,2,1,4,2
-1.9301453497226828,1.5348930378853953,1.1526441179908533,51,0,1,2,0,1,1,1,11,5,3,1,0
-0.7559257494683607,-0.43265258076385116,-0.13871068273399184,51,0,1,2,0,0,0,0,28,1,1,2,0
-0.01902022729809297,0.16931605043761805,-0.9844571367298413,37,0,2,3,0,1,0,0,15,6,1,1,2
1.0138995276857168,-0.8729814869204814,-0.9662690409449842,58,4,1,2,0,0,1,0,10,2,2,5,2
-0.2846281642939298,1.0778427808620576,-1.0026452325146982,28,4,2,2,0,1,0,0,15,5,1,1,1
1.8992593176718395,0.459152798793881,-0.1750868743037058,27,1,2,2,0,0,0,0,25,6,1,2,2
-0.831047186194456,-1.0624901300764995,-0.9662690409449842,29,4,2,3,0,0,0,0,2,6,1,5,2
-0.9133230454658936,-0.2877342065857197,0.8616345854331418,43,4,1,3,0,1,0,0,7,5,3,5,0
-0.5403987702899208,0.06898794523737319,-0.1568987785188488,36,8,2,2,0,0,0,0,10,8,1,1,2
-0.8963312919207054,-1.0123260774763772,-1.2209023819329818,29,3,2,3,0,0,0,0,5,2,2,2,2
-0.3391806362021656,-1.5362617379665446,-1.7847333512635482,56,7,1,2,0,1,0,0,30,1,1,3,1
2.1916963392127102,0.22505388665997633,-0.13871068273399184,22,8,2,1,0,0,0,0,20,10,1,3,0
-0.8229984608309457,2.889322458088701,0.6342833881224296,26,2,2,2,0,1,0,0,5,2,1,1,0
-0.23633581211286853,0.3476771263491645,-1.0844916635465545,42,9,1,3,0,0,0,0,30,4,1,1,2
1.2034917251372905,-1.1628182352767444,-0.775294035203986,43,4,0,3,0,0,0,0,22,9,1,3,2
-0.4769032702000069,-0.31002934107466296,-0.9662690409449842,23,7,2,2,0,0,0,0,30,3,1,2,1
-0.7174707282871453,-1.2018347206323952,1.4345596026561365,29,2,2,3,0,1,0,0,18,5,2,1,0
1.197231605410116,-0.7782271653424724,-0.34787378425984705,32,4,2,3,0,0,0,0,3,2,2,5,1
-0.579748094289304,-0.13724204878535237,-0.1659928264112773,33,4,2,3,0,0,1,0,27,7,1,4,0
-0.85787627073949,-0.36576717729702124,-1.0026452325146982,35,4,1,3,0,0,0,0,7,5,2,4,2
-0.799746587558583,-0.9956047266096696,-1.3482190524269808,38,9,1,3,0,1,0,0,14,10,1,2,2
-0.6602353479244061,-0.6500301420310484,-0.12961663484156336,23,9,2,2,0,1,0,0,22,9,1,2,2
-0.5645449463804514,-0.566423387697511,-1.057209519869269,27,4,2,3,0,0,0,0,28,10,1,1,2
-0.9133230454658936,-0.438226364386087,-0.07505234748699244,47,0,1,2,0,0,0,0,10,11,1,1,1
-1.2513695107333223,0.38669361170481525,0.4978726697360023,41,9,1,2,0,1,0,0,5,2,1,2,0
-0.6808043127422655,-1.5139666034776014,0.361461951349575,34,9,1,2,0,1,0,0,17,4,2,2,0
-1.260312538915,-0.5385544695863318,1.2890548363772807,40,1,1,1,0,1,0,0,4,5,3,1,0
-0.7174707282871453,1.585057090485518,-0.9298928493752703,25,4,2,3,0,0,0,0,4,8,1,1,2
2.39112586766413,-1.4359336327663,1.407277458978851,32,6,0,3,0,1,0,0,15,5,1,3,1
-0.9061686229205512,0.23062767028221215,-0.9298928493752703,39,9,1,2,0,0,1,0,17,11,2,2,0
-0.543975981562592,0.9162030558172187,-0.12961663484156336,42,1,1,2,0,1,0,0,11,2,2,2,2
-0.871290813012007,-0.7392106799868216,1.516406033687993,40,9,2,3,0,1,0,0,5,5,1,1,0
-0.24080732620370754,1.2673514240180759,-0.29330949690527613,32,0,1,2,0,1,0,0,6,5,2,5,0
-0.4822690871090137,0.44800523154940936,-0.02048806013242151,70,5,0,1,0,0,0,1,14,1,1,2,2
1.7508050498559846,0.19161118492656137,2.171177481942844,33,9,2,2,0,0,0,0,5,8,2,1,0
-0.5645449463804514,3.084404884866955,0.30689766399500407,28,4,2,3,0,0,0,0,29,9,1,4,2
2.284703832302162,-0.9342931067650755,0.9980453038195691,33,1,1,2,0,1,0,0,2,4,1,2,1
1.453002211406107,-0.3936360954082004,-0.14780473062642033,35,4,2,3,0,0,0,0,13,10,1,1,2
-0.6799100099240977,-0.2097012358744181,-0.5115666463235599,28,0,2,2,0,1,1,0,29,1,3,6,2
1.1131671405023427,-0.6500301420310484,-0.9935511846222697,40,9,1,2,0,0,0,0,26,5,3,7,1
-0.4348710377461203,-0.7392106799868216,-1.0117392804071266,27,1,2,2,0,0,0,0,13,5,1,3,2
0.1902466321531724,0.12472578145973146,-0.384249975829561,24,8,2,2,0,0,0,0,21,7,1,2,2
0.28235982242445584,0.21390631941550467,-0.6479773647099871,34,7,1,2,0,0,0,0,17,12,2,3,2
-0.8587705735576577,-0.36576717729702124,1.0980798306362825,28,1,1,2,0,1,0,0,4,5,2,1,2
-0.40446474192841503,-0.5831447385642184,-0.1659928264112773,62,5,1,2,0,0,0,0,3,8,2,6,2
0.005125948792437645,0.11915199783749562,-0.42062616739927494,37,4,2,3,0,1,0,0,2,3,1,2,2
-0.1799947345682971,-0.1651109668965315,-0.9753630888374127,47,1,1,2,0,0,0,0,18,1,1,1,2
-0.6343005661975398,-0.4660952824972661,-0.9117047535904133,32,4,2,3,0,0,0,0,26,5,2,2,2
0.12853973769959412,-0.4883904169862094,-0.13871068273399184,30,9,2,2,0,0,0,0,4,6,2,3,2
-0.9133230454658936,-0.8228174343203589,-1.0481154719768406,52,9,1,2,0,1,0,0,1,6,1,1,0
0.09813344188188891,-0.9231455395206039,-0.45700235896898894,31,1,1,2,0,1,1,0,15,4,1,6,0
3.0117720234725835,1.8971889733307241,-1.0299273761919836,43,9,0,2,0,0,0,1,2,7,2,1,2
0.6132518651465421,0.4312838806827019,2.7804786907355528,43,0,2,2,0,1,0,0,6,9,3,5,1
-0.9133230454658936,-0.7392106799868216,-0.7116356999569866,50,9,0,2,0,0,0,0,29,9,1,2,0
1.3027593379539164,0.3086606409935137,0.2887095682101471,43,7,1,2,0,1,0,0,28,1,1,1,0
2.8194969175665063,0.24734902114891963,-0.12961663484156336,38,4,1,3,0,0,0,0,23,10,2,5,0
-0.41877358701909984,0.2863655065045704,0.10682861036157731,60,4,1,3,0,1,0,0,2,2,1,3,2
-0.8015351931949185,-0.42707879714161534,-0.9662690409449842,25,8,2,2,0,0,0,0,9,2,1,2,2
1.3304827253171183,2.699813814932683,-0.9207988014828418,26,0,2,2,0,0,0,0,27,5,3,3,2
-0.02617464984343538,0.7378419799056724,2.880513217552266,52,7,1,2,0,1,0,0,27,10,1,1,0
-0.40983055883742187,-1.0680639136987353,-0.27512140112041916,56,4,1,3,0,1,0,0,6,5,2,1,0
-0.9124287426477258,1.9417792423086107,-0.8844226099131278,49,4,1,3,0,0,0,1,13,8,2,4,2
-1.0000704188281702,0.7434157635279082,0.9798572080347121,50,9,2,2,0,1,0,0,8,4,1,2,0
-0.4697488476546645,2.488010037287722,-0.13871068273399184,59,2,1,2,0,0,0,0,22,10,3,1,2
-0.6307233549248686,1.4122697981962073,0.5888131486602871,60,9,1,2,0,0,0,0,4,5,2,4,0
1.3823522887708508,-1.017899861098613,1.4709357942258505,43,7,1,1,0,1,0,0,14,5,1,2,0
-0.6790157071059298,0.2194801030377405,-1.1208678551162685,35,1,1,2,0,0,0,0,15,9,1,6,0
0.950404027595803,-1.2297036387435742,1.1981143574529958,38,6,1,3,0,1,0,0,16,4,2,2,0
-0.9115344398295581,-1.3746220129217057,-0.9571749930525557,63,3,1,2,0,0,0,0,4,2,2,1,2
-0.85787627073949,1.5293192542631595,-0.14780473062642033,36,4,2,3,0,1,0,0,3,11,1,7,0
-0.319505974202474,-1.1349493171655651,1.3163369800545661,34,9,2,2,0,1,1,0,11,5,2,2,1
0.757234618871558,-0.18183231776323897,-0.8662345141282709,25,8,2,2,0,0,0,0,26,10,1,2,1
-0.1925149740226463,-1.0346212119653204,0.5524369570905732,36,4,1,3,0,1,0,0,3,2,2,1,0
0.43617990714931754,0.23062767028221215,-1.2754666692875527,40,4,2,3,0,0,0,0,12,5,1,3,0
0.26447376606109985,1.4011222309517355,-0.2569333053355622,39,1,0,1,0,1,0,0,20,11,1,4,1
-0.6182031154705194,0.364398477215872,-0.09324044327184941,28,0,1,2,0,0,0,0,2,12,1,3,1
1.6935696694932454,1.2673514240180759,-0.6116011731402732,32,4,2,3,0,0,0,0,8,9,1,2,0
-0.7067390944691316,1.4958765525297446,1.5345941294728498,23,9,2,2,0,1,0,0,7,5,3,1,1
-0.8650306932848324,1.3453843947293773,1.5709703210425638,28,1,2,1,0,1,0,0,14,5,1,1,1
0.19561244906217917,1.1893184533067742,0.5615310049830017,33,4,2,3,0,1,0,0,4,2,2,1,1
1.6399115004031772,-0.8562601360537739,-0.18418092219613427,27,0,1,3,0,0,0,0,22,7,2,4,2
1.3734092605891728,0.2696441556378629,-0.384249975829561,52,9,1,3,0,0,0,0,8,7,1,1,1
-0.5323500449264106,-0.37134096091925706,-0.9844571367298413,69,5,1,2,0,0,0,1,9,3,1,1,2
-0.7031618831964604,0.526038202260711,-0.06595829959456395,48,9,1,1,0,0,0,0,9,9,2,3,2
-0.8095839185584287,0.20833253579326885,-0.1568987785188488,60,9,1,2,0,0,0,0,11,8,2,8,2
0.501464012875567,-1.4805239017441865,-0.01139401223999302,36,4,1,3,0,0,0,1,3,2,2,1,0
1.6014564792219619,-0.07035664531852245,-0.1568987785188488,68,5,1,3,0,0,0,0,3,2,2,1,0
1.686415246947903,-0.24314393760783307,-0.038676155917278486,31,4,2,3,0,1,0,0,12,7,1,3,0
0.11512519542707712,-1.0290474283430846,-0.738917843634272,56,7,1,2,0,0,1,0,17,11,1,3,0
2.6790913751141616,2.0811238328645065,-0.02048806013242151,37,7,1,2,0,0,0,0,30,4,2,1,2
3.251445178741554,0.07456172885960902,1.0071393517119975,72,5,1,1,0,0,0,0,22,12,3,5,2
-0.12901947393273244,-0.4605214988750303,-0.9662690409449842,31,4,1,3,0,0,0,0,9,9,1,8,2
-0.9133230454658936,-0.6444563584088125,1.1253619743135679,53,0,2,1,0,1,0,0,7,5,1,5,1
-0.5421873759262563,-0.7113417618756425,-0.9935511846222697,35,10,2,3,0,0,0,0,4,5,2,2,2
-0.07714991047900001,-0.7057679782534066,-0.9753630888374127,32,4,2,3,0,0,0,0,9,11,1,7,2
-0.7040561860146283,-0.8506863524315381,1.3345250758394231,29,1,2,2,0,1,0,0,8,5,1,1,1
-0.9133230454658936,-1.2631463404769891,-0.720729747849415,37,0,1,3,0,1,0,0,17,11,2,1,0
2.493970691753427,-0.1651109668965315,-0.13871068273399184,75,5,0,3,0,1,0,0,16,11,1,1,0
-1.5062458139111454,-0.4549477152527944,1.389089363193994,57,5,0,2,0,1,0,0,13,5,1,2,0
2.8812038120200847,0.13029956508196727,-0.14780473062642033,61,5,0,2,0,0,0,0,30,4,1,2,2
-0.040483494934120186,0.29751307374904207,-0.9480809451601272,55,3,0,1,0,0,0,0,28,6,1,3,1
-0.6038942703798346,-0.9454406740095471,-0.9662690409449842,51,4,1,3,0,0,0,0,12,2,1,5,2
-0.6861701296512722,-0.5441282532085676,-0.09324044327184941,27,6,1,2,1,1,1,0,29,1,1,1,0
2.5225883819347965,-0.7169155454978783,-0.11142853905670638,49,4,1,3,0,0,0,0,5,4,1,3,0
-0.7004789747419571,-0.5942923058086901,-0.9662690409449842,37,4,1,3,0,0,0,0,3,2,1,1,2
2.0593395221238757,0.09685686334855233,-0.9844571367298413,76,5,1,1,0,0,0,0,11,2,1,4,2
1.0147938305038846,-0.17068475051876733,-0.029582108024849996,54,9,0,2,0,1,0,0,3,2,1,4,0
0.07488156860952609,0.6876779273055499,0.8980107770028557,26,9,2,2,0,1,0,0,6,9,1,3,1
2.452832762117708,-0.43265258076385116,-0.9026107056979848,50,1,1,1,0,0,0,1,9,9,2,4,0
0.04358096997365307,-0.8618339196760098,-0.8571404662358424,44,6,0,3,0,1,0,0,12,8,2,3,2
-0.7523485381956895,-0.38806231178596456,-1.166338094578411,31,9,1,2,0,0,0,0,26,5,1,2,2
